DEPNO	LONGITUDE	LATITUDE	COUNTRY	LOCATION	ALLNAMES	COMMODITIES	DEPCLAN	DBNAME	COMPBY	RELDATE	URL	TITLE
2168	-67.150000	45.733333	Canada (New Brunswick)	45.44.00 N -- 067.09.00 W	Harvey Station	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2168.html	U-Th-REE deposits & occurrences, v.3.7n
2164	-64.789722	46.232222	Canada (New Brunswick)	46.13.56 N -- 064.47.23 W	Irishtown - Scotch Settlement; McQuade Brook	U; Th; P	Phosphate	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2164.html	U-Th-REE deposits & occurrences, v.3.7n
1607	-67.035278	45.849444	Canada (New Brunswick)	45.50.58 N -- 067.02.07 W	Lake George; Lake George Antimony	Sb; Au; U; Mo; W; Bi; As	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1607.html	U-Th-REE deposits & occurrences, v.3.7n
2178	-66.919444	45.167222	Canada (New Brunswick)	45.10.02 N -- 066.55.10 W	Lily Lake; Bethel	U; Mo; F	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2178.html	U-Th-REE deposits & occurrences, v.3.7n
2160	-66.843333	47.019722	Canada (New Brunswick)	47.01.11 N -- 066.50.36 W	Long Lake	U; Pb; Zn; Ag; Mo; Mn; Sn; Bi	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2160.html	U-Th-REE deposits & occurrences, v.3.7n
2159	-66.855556	47.013889	Canada (New Brunswick)	47.00.50 N -- 066.51.20 W	Long Lake South	Cu; Pb; U; Mo; Zn	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2159.html	U-Th-REE deposits & occurrences, v.3.7n
1625	-65.619722	45.744444	Canada (New Brunswick)	45.44.40 N -- 065.37.11 W	Lower Millstream	U; bitumen; V; Mo	Black shale	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1625.html	U-Th-REE deposits & occurrences, v.3.7n
973	-64.890278	46.156944	Canada (New Brunswick)	46.09.25 N -- 064.53.25 W	Lutes Mountain	Cu; U; Y	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp973.html	U-Th-REE deposits & occurrences, v.3.7n
968	-67.058889	45.705833	Canada (New Brunswick)	45.42.21 N -- 067.03.32 W	Manners Sutton	U; F; As	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp968.html	U-Th-REE deposits & occurrences, v.3.7n
300051	-66.181944	45.484167	Canada (New Brunswick)	45.29.03 N -- 066.10.55 W	McKeel Lake; Browns Flat	F; P; REE; Th; Sn; U; Zr	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300051.html	U-Th-REE deposits & occurrences, v.3.7n
2182	-64.300000	46.075000	Canada (New Brunswick)	46.04.30 N -- 064.18.00 W	Midgic; Midgic "I"	U; Pb; Cu; Zn; Ag	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2182.html	U-Th-REE deposits & occurrences, v.3.7n
970	-66.813056	45.431667	Canada (New Brunswick)	45.25.54 N -- 066.48.47 W	Mount Pleasant; Fire Tower Zone	W; Mo; Bi; fluorite; Sn; Zn; Cu; Pb; In; U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp970.html	U-Th-REE deposits & occurrences, v.3.7n
2158	-67.447500	46.985000	Canada (New Brunswick)	46.59.06 N -- 067.26.51 W	Northview; North View Uranium	U; Cu	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2158.html	U-Th-REE deposits & occurrences, v.3.7n
300054	-66.546389	46.743611	Canada (New Brunswick)	46.44.37 N -- 066.32.47 W	Peaked Mountain West	F; U; W	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300054.html	U-Th-REE deposits & occurrences, v.3.7n
969	-64.507222	47.850278	Canada (New Brunswick)	47.51.01 N -- 064.30.26 W	Pigeon Hill	U	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp969.html	U-Th-REE deposits & occurrences, v.3.7n
2157	-67.470833	47.964167	Canada (New Brunswick)	47.57.51 N -- 067.28.15 W	Plaster Rock; Plaster Rock Uranium	U; Cu	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2157.html	U-Th-REE deposits & occurrences, v.3.7n
2180	-67.125000	45.866667	Canada (New Brunswick)	45.52.00 N -- 067.07.30 W	Pokiok	U; Mo; W; Sb	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2180.html	U-Th-REE deposits & occurrences, v.3.7n
962	-65.308333	46.064444	Canada (New Brunswick)	46.03.52 N -- 065.18.30 W	Ridge Brook	U	Black shale	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp962.html	U-Th-REE deposits & occurrences, v.3.7n
2162	-66.620278	46.620000	Canada (New Brunswick)	46.37.12 N -- 066.37.13 W	Rocky Brook (Aquitane); Vlad-Niran; Rocky Brook Uranium	U; Cu; Pb; Zn; Ag	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2162.html	U-Th-REE deposits & occurrences, v.3.7n
300050	-64.783333	46.216667	Canada (New Brunswick)	46.13.00 N -- 064.47.00 W	Scotch Settlement Road	F; P; Ag; Th; U	Phosphate	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300050.html	U-Th-REE deposits & occurrences, v.3.7n
2165	-64.796944	46.204167	Canada (New Brunswick)	46.12.15 N -- 064.47.49 W	Shediac River; Shediac River # 1	U; Cu; P; V; Pb	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2165.html	U-Th-REE deposits & occurrences, v.3.7n
964	-66.635556	45.552222	Canada (New Brunswick)	45.33.08 N -- 066.38.08 W	Shin Creek	W; Mo; Sn; F; Au; Ag; Pb; Zn; Cu; U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp964.html	U-Th-REE deposits & occurrences, v.3.7n
1490	-64.630556	47.728333	Canada (New Brunswick)	47.43.42 N -- 064.37.50 W	Shippegan Island; Chiasson Manganese; Lameque Island	U; Ba; Cu; Fe; Mn	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1490.html	U-Th-REE deposits & occurrences, v.3.7n
2179	-66.583333	45.400000	Canada (New Brunswick)	45.24.00 N -- 066.35.00 W	South Oromocto Lake	U; Mo; Cu; Pb; F	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2179.html	U-Th-REE deposits & occurrences, v.3.7n
300052	-66.250000	46.731389	Canada (New Brunswick)	46.43.53 N -- 066.15.00 W	South Renous River	U	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300052.html	U-Th-REE deposits & occurrences, v.3.7n
2167	-65.546667	45.644444	Canada (New Brunswick)	45.38.40 N -- 065.32.48 W	Wards Creek; Cumberland Ridge Showing; Dean Showing	U; Nb; P; Th	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2167.html	U-Th-REE deposits & occurrences, v.3.7n
1624	-66.573333	45.583333	Canada (New Brunswick)	45.35.00 N -- 066.34.24 W	West Mill Settlement	U; F; Fe; Pb	Sandstone	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1624.html	U-Th-REE deposits & occurrences, v.3.7n
967	-67.096111	45.669167	Canada (New Brunswick)	45.40.09 N -- 067.05.46 W	York Mills	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp967.html	U-Th-REE deposits & occurrences, v.3.7n
1656	-59.380536	53.926385	Canada (Newfoundland and Labrador)	53.55.35 N -- 059.22.50 W	13 G-1/ Zone A; Charley Point West #1	U; Mo	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1656.html	U-Th-REE deposits & occurrences, v.3.7n
1791	-59.263889	53.923611	Canada (Newfoundland and Labrador)	53.55.25 N -- 059.15.50 W	13 G-1/ Zone B	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1791.html	U-Th-REE deposits & occurrences, v.3.7n
1807	-59.195833	53.938889	Canada (Newfoundland and Labrador)	53.56.20 N -- 059.11.45 W	13G-1/ Zone C	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1807.html	U-Th-REE deposits & occurrences, v.3.7n
1838	-62.269444	55.747222	Canada (Newfoundland and Labrador)	55.44.50 N -- 062.16.10 W	13m-9  (Main Zone); Anomaly 12	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1838.html	U-Th-REE deposits & occurrences, v.3.7n
443	-60.173662	54.599645	Canada (Newfoundland and Labrador)	54.35.59 N -- 060.10.25 W	Active Pond	U	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp443.html	U-Th-REE deposits & occurrences, v.3.7n
1821	-59.251667	55.163333	Canada (Newfoundland and Labrador)	55.09.48 N -- 059.15.06 W	Aillik Bay	U	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp1821.html	U-Th-REE deposits & occurrences, v.3.7n
452	-59.463565	55.011264	Canada (Newfoundland and Labrador)	55.00.41 N -- 059.27.49 W	Anderson Ridge; Anderson	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp452.html	U-Th-REE deposits & occurrences, v.3.7n
402531	-60.144568	54.679229	Canada (Newfoundland and Labrador)	54.40.45 N -- 060.08.40 W	Anna Lake North; Anna Lake	U; Mo	Intrusion-related	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402531.html	U-Th-REE deposits & occurrences, v.3.7n
404	-59.958133	54.592328	Canada (Newfoundland and Labrador)	54.35.32 N -- 059.57.29 W	Asha Pond	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp404.html	U-Th-REE deposits & occurrences, v.3.7n
402525	-59.958171	54.584051	Canada (Newfoundland and Labrador)	54.35.03 N -- 059.57.29 W	Axehandle Showing	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402525.html	U-Th-REE deposits & occurrences, v.3.7n
300000	-57.851622	47.942498	Canada (Newfoundland and Labrador)	47.56.33 N -- 057.51.06 W	Baggs Hill Showing	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300000.html	U-Th-REE deposits & occurrences, v.3.7n
453	-59.133348	55.000381	Canada (Newfoundland and Labrador)	55.00.01 N -- 059.08.00 W	Barua Showing; Round Pond East Zone; Round Pond Grid No 3	U; Mo; Cu	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp453.html	U-Th-REE deposits & occurrences, v.3.7n
402526	-59.957001	54.584809	Canada (Newfoundland and Labrador)	54.35.05 N -- 059.57.25 W	Beaver Bog Showing	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402526.html	U-Th-REE deposits & occurrences, v.3.7n
426	-59.080101	54.920278	Canada (Newfoundland and Labrador)	54.55.13 N -- 059.04.48 W	Bernard Lake No.5; Bernard Lake Southwest	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp426.html	U-Th-REE deposits & occurrences, v.3.7n
300002	-57.813110	47.944417	Canada (Newfoundland and Labrador)	47.56.40 N -- 057.48.47 W	Blue Hills  - Main Showing; Commander Claims	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300002.html	U-Th-REE deposits & occurrences, v.3.7n
300012	-57.858616	47.922983	Canada (Newfoundland and Labrador)	47.55.23 N -- 057.51.31 W	Blue Hills Showing	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300012.html	U-Th-REE deposits & occurrences, v.3.7n
2307	-60.483333	54.863333	Canada (Newfoundland and Labrador)	54.51.48 N -- 060.29.00 W	Bob Pond	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2307.html	U-Th-REE deposits & occurrences, v.3.7n
433	-61.015236	54.210364	Canada (Newfoundland and Labrador)	54.12.37 N -- 061.00.55 W	Boundary Lake	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp433.html	U-Th-REE deposits & occurrences, v.3.7n
407	-59.703755	54.641954	Canada (Newfoundland and Labrador)	54.38.31 N -- 059.42.14 W	Burnt Lake Main; Burnt Lake North; Burnt Lake Main Zone; Burnt Lake North Zone	U; F; Zn; Pb; Mo; Au; Ag	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp407.html	U-Th-REE deposits & occurrences, v.3.7n
402507	-59.697168	54.647756	Canada (Newfoundland and Labrador)	54.38.52 N -- 059.41.50 W	Burnt Lake Northeast	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402507.html	U-Th-REE deposits & occurrences, v.3.7n
406	-59.709903	54.632904	Canada (Newfoundland and Labrador)	54.37.58 N -- 059.42.36 W	Burnt Lake South; White Bear South	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp406.html	U-Th-REE deposits & occurrences, v.3.7n
402508	-59.744957	54.636061	Canada (Newfoundland and Labrador)	54.38.10 N -- 059.44.42 W	Burnt Lake West		Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402508.html	U-Th-REE deposits & occurrences, v.3.7n
402534	-61.021823	54.434825	Canada (Newfoundland and Labrador)	54.26.05 N -- 061.01.19 W	Canico Anomaly 15 Zone B; Canico Anomaly No 15 - Zone B	U	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402534.html	U-Th-REE deposits & occurrences, v.3.7n
2310	-61.022447	54.437291	Canada (Newfoundland and Labrador)	54.26.14 N -- 061.01.21 W	Canico Anomaly 15; Drake Lake	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2310.html	U-Th-REE deposits & occurrences, v.3.7n
402533	-61.219396	54.533203	Canada (Newfoundland and Labrador)	54.32.00 N -- 061.13.10 W	Canico Anomaly 17 North		Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402533.html	U-Th-REE deposits & occurrences, v.3.7n
2309	-61.206381	54.522726	Canada (Newfoundland and Labrador)	54.31.22 N -- 061.12.23 W	Canico Anomaly 17; Meathook Lake 2	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2309.html	U-Th-REE deposits & occurrences, v.3.7n
2308	-61.121251	54.503451	Canada (Newfoundland and Labrador)	54.30.12 N -- 061.07.17 W	Canico Anomaly 7; Meathook Lake 1	U	Veins	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp2308.html	U-Th-REE deposits & occurrences, v.3.7n
455	-59.157406	55.232665	Canada (Newfoundland and Labrador)	55.13.58 N -- 059.09.27 W	Cape Makkovik/ Banana Lake	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp455.html	U-Th-REE deposits & occurrences, v.3.7n
300014	-54.738519	47.845629	Canada (Newfoundland and Labrador)	47.50.44 N -- 054.44.19 W	Carroll's Hat	U; Cu; Fe; REE	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300014.html	U-Th-REE deposits & occurrences, v.3.7n
300029	-57.887013	47.934637	Canada (Newfoundland and Labrador)	47.56.05 N -- 057.53.13 W	Chan; Commander Resources	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300029.html	U-Th-REE deposits & occurrences, v.3.7n
402527	-59.945010	54.584981	Canada (Newfoundland and Labrador)	54.35.06 N -- 059.56.42 W	Chitra North Zone; Chitra Lake North Zone; Chitra Lake	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp402527.html	U-Th-REE deposits & occurrences, v.3.7n
415	-59.945907	54.583320	Canada (Newfoundland and Labrador)	54.35.00 N -- 059.56.45 W	Chitra South Zone; Chitra Lake	U	Volcanic	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp415.html	U-Th-REE deposits & occurrences, v.3.7n
300004	-57.344813	49.336759	Canada (Newfoundland and Labrador)	49.20.12 N -- 057.20.41 W	Cormack	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300004.html	U-Th-REE deposits & occurrences, v.3.7n
300010	-57.011489	49.631607	Canada (Newfoundland and Labrador)	49.37.54 N -- 057.00.41 W	Determination Zone; Spruce Ridge Resources	U	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300010.html	U-Th-REE deposits & occurrences, v.3.7n
442	-60.002267	54.581393	Canada (Newfoundland and Labrador)	54.34.53 N -- 060.00.08 W	Doak Zone	U	Unclassified	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp442.html	U-Th-REE deposits & occurrences, v.3.7n
300016	-58.212078	48.585021	Canada (Newfoundland and Labrador)	48.35.06 N -- 058.12.43 W	Dome-1 (U2 Grid); Lost Pond Project; Ucore Uranium Inc.	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300016.html	U-Th-REE deposits & occurrences, v.3.7n
300017	-58.210457	48.586360	Canada (Newfoundland and Labrador)	48.35.11 N -- 058.12.38 W	Dome-2 (U-2 Grid); Lost Pond Project; Ucore Uranium Inc.	U	Miscellaneous	Canadian U-Th-REE deposits and occurrences	S.S. Gandhi, N. Prasad, L.B. Chorlton, C. Richer and D.R. Lentz	2015-11-27	Y:\ChurchillProject\Uranium\Open File 7854\Data321\Geospatial_Data\dg\dp300017.html	U-Th-REE deposits & occurrences, v.3.7n
